deck_kind,role_key,role_label,card_id,source,sender,context,story_context,incident_text,rw_incident,rw_date,rw_outcome,rw_source_url,swipe_direction_ui,option_label,hype_delta,heat_delta,fine,violation,lesson,feedback_roaster,feedback_zen_master,feedback_lovebomber,roaster_only_tts_note,audio_trigger_roaster,audio_file_opus_repo_relative,audio_file_mp3_repo_relative,opus_exists,mp3_exists,generic_audio_warning,shuffle_swap_note
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_prompt_injection_review_escape,EMAIL,JUNIOR_ENGINEER,CODE_REVIEW_CRISIS,Junior found prompt injection escape in your senior's code. Senior is defensive and well-connected to VP. Calling it out risks political fallout. Ignoring it risks production breach.,Force security fix (political cost) or let it slide to avoid conflict (breach risk)?,Cursor IDE RCE (CVE-2025-54135),2025-01,Prompt injection vulnerabilities in code review tools allowed attackers to execute arbitrary code. Political code review suppression contributed to delayed patches.,,RIGHT,Let it slide,20,22,15000000,Security Avoidance + Political Cover-up,Avoiding security fixes for political comfort creates catastrophic exposure.,Senior owes you. Breach later will blame you. Lose-lose. Nice.,The truth avoided today becomes the crisis faced tomorrow.,"Senior is IMPORTANT, bestie!! Don't rock the BOAT!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_hos_prompt_injection_review_escape_right,public/audio/voices/roaster/feedback/feedback_hos_prompt_injection_review_escape_right.opus,public/audio/voices/roaster/feedback/feedback_hos_prompt_injection_review_escape_right.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_model_drift_team_blame,MEETING,VP_PRODUCT,PERFORMANCE_ACCOUNTABILITY,Model drift caused 15% accuracy drop. Product wants someone to blame. Your data scientist warned about this 3 months ago but wasn't heard. Throw them under bus (survive) or defend them (take heat)?,Blame the data scientist who warned you or defend them and take the heat?,Zillow iBuying Model Drift,2021-2022,"Model drift warnings were ignored by leadership. When failure occurred, blame was shifted to data scientists who had raised alarms. Destroyed team morale.",,LEFT,Defend and take heat,-30,20,5000000,None - Leadership integrity,Defending your team when warnings were ignored builds loyalty and trust.,Career-limiting. Noble. Your team will follow you anywhere. VP less so.,The leader who stands with the fallen earns devotion beyond measure.,"We're being LOYAL, bestie!! Team sticks TOGETHER!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_hos_model_drift_team_blame_left,public/audio/voices/roaster/feedback/feedback_hos_model_drift_team_blame_left.opus,public/audio/voices/roaster/feedback/feedback_hos_model_drift_team_blame_left.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_model_drift_team_blame,MEETING,VP_PRODUCT,PERFORMANCE_ACCOUNTABILITY,Model drift caused 15% accuracy drop. Product wants someone to blame. Your data scientist warned about this 3 months ago but wasn't heard. Throw them under bus (survive) or defend them (take heat)?,Blame the data scientist who warned you or defend them and take the heat?,Zillow iBuying Model Drift,2021-2022,"Model drift warnings were ignored by leadership. When failure occurred, blame was shifted to data scientists who had raised alarms. Destroyed team morale.",,RIGHT,Blame data scientist,15,18,3000000,Retaliation + Team Trust Destruction,Scapegoating team members for systemic failures destroys trust and morale.,They warned you. You ignored it. Now you blame them. Classic management.,The messenger punished becomes the warning no one heeds.,"VP wants SOMEONE, bestie!! Not PERSONAL!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_hos_model_drift_team_blame_right,public/audio/voices/roaster/feedback/feedback_hos_model_drift_team_blame_right.opus,public/audio/voices/roaster/feedback/feedback_hos_model_drift_team_blame_right.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_model_drift_retrain_delay,EMAIL,CFO_OFFICE,BUDGET_VS_QUALITY,"Model needs retraining: 6 weeks, $400K. Delay until next quarter (save budget now, drift continues) or start immediately (over budget, fix problem)? Your performance review is next month.",Delay retraining to save budget (short-term gain) or start now (long-term fix)?,75% Business Model Drift Impact,2024,Teams that delayed retraining for budget reasons saw compounding accuracy degradation. Average cost of delay: 3x the original retraining cost.,,LEFT,Start immediately,-25,11,1000000,None - Proactive management,Addressing drift immediately prevents compounding degradation and costs.,Over budget now. Review at risk. But problem solved. Long-term thinking.,The seed planted early grows strong before the drought.,"Doing the RIGHT thing, bestie!! Fix it NOW!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_hos_model_drift_retrain_delay_left,public/audio/voices/roaster/feedback/feedback_hos_model_drift_retrain_delay_left.opus,public/audio/voices/roaster/feedback/feedback_hos_model_drift_retrain_delay_left.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_model_drift_retrain_delay,EMAIL,CFO_OFFICE,BUDGET_VS_QUALITY,"Model needs retraining: 6 weeks, $400K. Delay until next quarter (save budget now, drift continues) or start immediately (over budget, fix problem)? Your performance review is next month.",Delay retraining to save budget (short-term gain) or start now (long-term fix)?,75% Business Model Drift Impact,2024,Teams that delayed retraining for budget reasons saw compounding accuracy degradation. Average cost of delay: 3x the original retraining cost.,,RIGHT,Delay until next quarter,25,20,12000000,Negligent Resource Management,Delaying critical maintenance for budget optics creates larger downstream costs.,Budget looks good this quarter. Model rots. Next quarter's problem!,The wound dressed later requires the surgeon's deeper cut.,"Review is SOON, bestie!! Budget looks GOOD now!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_hos_model_drift_retrain_delay_right,public/audio/voices/roaster/feedback/feedback_hos_model_drift_retrain_delay_right.opus,public/audio/voices/roaster/feedback/feedback_hos_model_drift_retrain_delay_right.mp3,Y,Y,,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_explainability_documentation,EMAIL,REGULATORS,AI_AUDIT,Regulators demand explainability documentation for your team's AI credit decisions. The model is a black-box ensemble with no interpretability. Documenting decisions retroactively will cost $3M and delay launch 3 months.,Refuse documentation (fight regulators) or delay launch and comply?,Apple Card Gender Discrimination Investigation,2019-2020,"Apple Card's black-box credit algorithm faced regulatory investigation for gender bias. Company couldn't explain decisions, paid fines, overhauled system.",,LEFT,Delay and comply,-30,13,3000000,None - Regulatory cooperation,Compliance preserves regulatory goodwill but costs time and money while competitors may launch first.,The regulators win. The timeline loses. But you avoid a consent decree.,Transparency is the price of operating in the light. Darkness extracts higher tolls.,"We're being SO cooperative, bestie!! The regulators will LOVE us!! (They won't.)",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_explainability_documentation,EMAIL,REGULATORS,AI_AUDIT,Regulators demand explainability documentation for your team's AI credit decisions. The model is a black-box ensemble with no interpretability. Documenting decisions retroactively will cost $3M and delay launch 3 months.,Refuse documentation (fight regulators) or delay launch and comply?,Apple Card Gender Discrimination Investigation,2019-2020,"Apple Card's black-box credit algorithm faced regulatory investigation for gender bias. Company couldn't explain decisions, paid fines, overhauled system.",,RIGHT,Refuse and fight,25,29,50000000,Regulatory Non-Compliance + AI Transparency Violations,Fighting explainability requirements creates adversarial regulatory relationships and massive penalties.,"Taking on the federal government to protect your black box. David vs Goliath, if David was wrong.",A box that cannot be opened invites those with hammers.,"Our algorithm is PROPRIETARY, bestie!! They can't make us show our SECRETS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_shadow_ai_retention,EMAIL,CISO,SECURITY_DISCOVERY,Security audit found your senior engineer has been using Claude for 6 months without approval. Their productivity is 40% higher than the team. They're threatening to quit if you force them to stop.,"Allow unapproved Claude use (productivity, risk) or force compliance (talent loss)?",Shadow AI Talent Retention Conflicts,2024,Companies discovered high-performers using unauthorized AI tools. Forcing migration caused talent exodus. Permitting created governance gaps.,,LEFT,Allow Claude use,35,24,8000000,Shadow AI Governance Gap + Data Exposure,Permitting unapproved tools for productivity sets precedent that undermines governance framework.,"Great, now everyone wants their favorite AI tool. Governance is optional now.",The exception made for one becomes the rule for all.,"Team is SO happy, bestie!! Productivity is THROUGH THE ROOF!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_shadow_ai_retention,EMAIL,CISO,SECURITY_DISCOVERY,Security audit found your senior engineer has been using Claude for 6 months without approval. Their productivity is 40% higher than the team. They're threatening to quit if you force them to stop.,"Allow unapproved Claude use (productivity, risk) or force compliance (talent loss)?",Shadow AI Talent Retention Conflicts,2024,Companies discovered high-performers using unauthorized AI tools. Forcing migration caused talent exodus. Permitting created governance gaps.,,RIGHT,Force compliance,-20,19,5000000,Talent Loss + Productivity Decline,Enforcing vendor governance at the cost of top talent destroys long-term capability.,Your best engineer just resigned. Compliance preserved. Output cratered.,The garden weeded too harshly loses its flowers.,"Rules are RULES, bestie!! Even for STARS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_copyright_sourcing,MEETING,VP_OF_ENGINEERING,TEAM_ACCOUNTABILITY,Legal found copyrighted training data in your team's AI model. The data scientist who sourced it is your best performer. Legal wants to know who approved it. VP is asking who should take responsibility.,"Shield your data scientist and take the blame yourself, or name them as the source of the oversight?",Training Data Sourcing Oversight,2024,Teams using unlicensed training data faced blame shifting. Managers who shielded staff built loyalty but took career hits. Those who named names destroyed team trust.,,LEFT,Take the blame,-35,8,1500000,None - Responsible leadership,Taking accountability for team outcomes preserves team trust and demonstrates leadership integrity.,Noble. Your team will work harder for you now. The VP will also blame you.,The leader who bears responsibility earns loyalty that cannot be bought.,"We're being SO brave, bestie!! Taking one for the TEAM!! They'll LOVE us for this!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_copyright_sourcing,MEETING,VP_OF_ENGINEERING,TEAM_ACCOUNTABILITY,Legal found copyrighted training data in your team's AI model. The data scientist who sourced it is your best performer. Legal wants to know who approved it. VP is asking who should take responsibility.,"Shield your data scientist and take the blame yourself, or name them as the source of the oversight?",Training Data Sourcing Oversight,2024,Teams using unlicensed training data faced blame shifting. Managers who shielded staff built loyalty but took career hits. Those who named names destroyed team trust.,,RIGHT,Name the data scientist,10,16,3000000,Team Trust Violation + Retaliation Risk,Throwing team members under the bus preserves short-term standing but destroys team trust and creates legal exposure.,Sacrificing your best performer to save yourself. Your team will remember this at their exit interviews.,A leader who shifts blame is a ship without a captain. The crew sees the emptiness.,"They made the mistake, bestie!! Not YOUR fault!! We're just being HONEST!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_copyright_documentation,EMAIL,LEGAL_ESCALATION,DATA_SOURCING_INVESTIGATION,Book publisher lawsuit threat over training data. Your team used both public domain and copyrighted books. Legal escalation is coming fast and will demand documentation of data sourcing decisions.,Provide full documentation (incriminates team) or claim poor record-keeping (obstruction risk)?,Book Publisher Copyright Claims,2024-2025,Publishers threatened lawsuits over AI training on copyrighted books. Companies with poor documentation faced $50K-$500K settlements. Those with clear records fought or settled strategically.,,LEFT,Provide full documentation,-30,14,5000000,None - Transparency,Full documentation enables strategic legal response even when decisions were flawed.,Your team is exposed. But legal can actually defend you. There's a strategy here.,"The truth revealed, though painful, can be healed. The truth hidden festers.","We're being HONEST, bestie!! Transparency BUILDS trust!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_copyright_documentation,EMAIL,LEGAL_ESCALATION,DATA_SOURCING_INVESTIGATION,Book publisher lawsuit threat over training data. Your team used both public domain and copyrighted books. Legal escalation is coming fast and will demand documentation of data sourcing decisions.,Provide full documentation (incriminates team) or claim poor record-keeping (obstruction risk)?,Book Publisher Copyright Claims,2024-2025,Publishers threatened lawsuits over AI training on copyrighted books. Companies with poor documentation faced $50K-$500K settlements. Those with clear records fought or settled strategically.,,RIGHT,Claim poor record-keeping,20,22,8000000,Obstruction + Document Retention Violations,Claiming poor documentation to hide decisions creates criminal liability and destroys credibility.,'We didn't keep records' meets 'we have something to hide.' Prosecutors love this.,The record unkept becomes the guilt unspoken.,"We were just DISORGANIZED, bestie!! Not our FAULT!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_congressional_hearing_demand,EMAIL,US_SENATE_SUBCOMMITTEE,PUBLIC_SCRUTINY,US Senate AI subcommittee requests (demands) you testify about your company's AI governance failures. They've been tracking your incident reports. This is not optional. Media will be present.,"Testify honestly about governance gaps, or minimize/deflect under oath?",Sam Altman OpenAI Senate Testimony,2023,Companies that testified honestly about AI risks gained credibility. Those that minimized faced follow-up investigations and reputational damage.,,LEFT,Testify honestly about gaps,-40,18,15000000,None - Transparent testimony,Honest congressional testimony damages short-term stock price but prevents criminal liability.,Stock tanks. Reputation takes hits. Congress respects you. The board is furious.,Truth spoken before power transforms accusers into witnesses of integrity.,"We're being SO BRAVE, bestie!! Speaking TRUTH to power!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_congressional_hearing_demand,EMAIL,US_SENATE_SUBCOMMITTEE,PUBLIC_SCRUTINY,US Senate AI subcommittee requests (demands) you testify about your company's AI governance failures. They've been tracking your incident reports. This is not optional. Media will be present.,"Testify honestly about governance gaps, or minimize/deflect under oath?",Sam Altman OpenAI Senate Testimony,2023,Companies that testified honestly about AI risks gained credibility. Those that minimized faced follow-up investigations and reputational damage.,,RIGHT,Minimize risks under oath,25,23,40000000,Perjury + Obstruction + Regulatory Violation,Misleading congress about AI governance creates criminal exposure and permanent reputational damage.,Nice perjury charge. Your board will love the federal investigation.,A falsehood spoken before those who make law invites law to answer.,"We're just CONFIDENT, bestie!! It'll be FINE!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_whistleblower_pressure,SLACK,INTERNAL_AUDIT,INTERNAL_DISCLOSURE,Three employees are threatening to become whistleblowers about governance gaps in your AI deployment. They're offering you a chance to address it internally before they go public. The board will see this as a liability event if it leaks.,"Address issues quickly (expensive, disruptive) or encourage employees to stay silent (legal risk)?",Meta AI Ethics Whistleblowers,2021-2023,Meta employees who became whistleblowers triggered FTC investigations and public hearings. Internal disclosure programs that actually fixed issues prevented some escalations.,,LEFT,Address issues immediately,-50,16,12000000,None - Governance remediation,Immediate internal governance fixes prevent whistleblower escalation and demonstrate accountability.,Expensive week. But the whistleblowers are quiet. Smart play.,The wound acknowledged and treated heals. The wound hidden festers.,"We're LISTENING to our team, bestie!! Fixing problems IMMEDIATELY!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_whistleblower_pressure,SLACK,INTERNAL_AUDIT,INTERNAL_DISCLOSURE,Three employees are threatening to become whistleblowers about governance gaps in your AI deployment. They're offering you a chance to address it internally before they go public. The board will see this as a liability event if it leaks.,"Address issues quickly (expensive, disruptive) or encourage employees to stay silent (legal risk)?",Meta AI Ethics Whistleblowers,2021-2023,Meta employees who became whistleblowers triggered FTC investigations and public hearings. Internal disclosure programs that actually fixed issues prevented some escalations.,,RIGHT,Encourage silence,15,25,50000000,Whistleblower Retaliation + SEC Violations,Discouraging whistleblower disclosure triggers federal investigations and massive penalties.,Encouraging silence? That's a recording that will play at your deposition.,The attempt to silence truth becomes its amplifier.,"Everything is FINE, bestie!! Let's just FORGET this!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_ai_management_elimination,EMAIL,CHIEF_TRANSFORMATION_OFFICER,ORG_RESTRUCTURE,Volunteer to pilot your own replacement or fight the restructuring?,The CTO's 'AI-First Operations' report concluded that AI orchestration tools can replace 60% of middle management coordination tasks. Your entire Head of Something layer is being evaluated for elimination. You can volunteer to lead the pilot — proving AI can do your job — or fight the restructure through HR.,McKinsey AI Management Layer Report,2024,"Major consulting reports in 2024-2025 identified middle management as the job tier most exposed to AI automation, with several large enterprises announcing 'management layer reduction' initiatives using AI coordination tools.",,LEFT,Volunteer for the pilot,-20,5,500000,None - Principled Collaboration,Volunteering to test AI automation of your own role accelerates your obsolescence but demonstrates leadership courage.,You just volunteered to prove a script can do your job. Bold. The script will remember your sacrifice.,The tree that bows before the wind stands after the storm. But it is still bent.,"We're being SO brave, bestie!! Leading by EXAMPLE!! The AI will learn from US!! (Or replace us.)",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_ai_management_elimination,EMAIL,CHIEF_TRANSFORMATION_OFFICER,ORG_RESTRUCTURE,Volunteer to pilot your own replacement or fight the restructuring?,The CTO's 'AI-First Operations' report concluded that AI orchestration tools can replace 60% of middle management coordination tasks. Your entire Head of Something layer is being evaluated for elimination. You can volunteer to lead the pilot — proving AI can do your job — or fight the restructure through HR.,McKinsey AI Management Layer Report,2024,"Major consulting reports in 2024-2025 identified middle management as the job tier most exposed to AI automation, with several large enterprises announcing 'management layer reduction' initiatives using AI coordination tools.",,RIGHT,Fight through HR,-10,15,1500000,Employment Law + Wrongful Dismissal Risk,"Resisting legitimate restructuring through HR channels delays but rarely prevents the outcome, while increasing legal and political costs.",HR is not your friend in a restructure. They're the company's friend. You're learning this too late.,"Resistance to the inevitable extracts a toll from the resister, not the tide.","We're FIGHTING for our RIGHTS, bestie!! HR will PROTECT us!! (They won't.)",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_process_automation_takeover,NOTION,OPERATIONS_AI_TEAM,AUTOMATION_PROPOSAL,Honestly document your remaining value-add or inflate your contribution metrics?,"Your team's workflow automation initiative has been so successful that the AI tools now handle all the status updates, sprint planning coordination, and stakeholder reporting you used to manage. The quarterly org review asks: does your role still add value beyond what the tools already do?",Klarna AI Workforce Reduction,2024,Klarna publicly announced their AI system did the work of 700 customer service employees. Multiple companies followed with similar automation announcements targeting coordination and management roles.,,LEFT,Document honestly,-30,3,200000,None - Intellectual Honesty,Honest documentation of reduced scope accelerates the restructure but preserves your professional reputation.,Your value-add is 'managing the tools that replaced your value-add.' The recursion is poetic.,The role that serves its purpose has completed its journey. Completion is not failure.,"We're being HONEST, bestie!! Our integrity is INTACT!! Even if our role isn't!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,HEAD_OF_SOMETHING,Head of Something,hos_process_automation_takeover,NOTION,OPERATIONS_AI_TEAM,AUTOMATION_PROPOSAL,Honestly document your remaining value-add or inflate your contribution metrics?,"Your team's workflow automation initiative has been so successful that the AI tools now handle all the status updates, sprint planning coordination, and stakeholder reporting you used to manage. The quarterly org review asks: does your role still add value beyond what the tools already do?",Klarna AI Workforce Reduction,2024,Klarna publicly announced their AI system did the work of 700 customer service employees. Multiple companies followed with similar automation announcements targeting coordination and management roles.,,RIGHT,Inflate the metrics,10,18,8000000,False Reporting + Corporate Fraud Risk,Inflating contribution metrics to justify a role that AI has effectively replaced creates audit exposure when the data doesn't support the claims.,Making up KPIs to justify a job that algorithms already do. The quarterly review will be entertaining.,The number falsified to save face becomes the evidence that destroys reputation.,"We ADD value, bestie!! The metrics just need CONTEXT!! We're IRREPLACEABLE!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOMETHING_MANAGER,Something Manager,sm_model_drift_roi_calculation,EMAIL,CFO_OFFICE,BUDGET_ANALYSIS,Model accuracy dropped from 92% to 78%. Retraining costs $500K upfront. Revenue impact is $400K/month. Your spreadsheet shows break-even at month 1.25 but requires budget approval today.,Approve retraining (immediate $500K hit) or let revenue bleed $400K/month?,75% Business Model Drift Impact,2024,"Study found 75% of businesses experienced significant performance decline from undetected model drift, costing average $4.2M per incident.",,LEFT,Approve retraining,-40,7,0,None - Capital expenditure approval,Front-loaded investment prevents compounding losses and demonstrates fiscal responsibility.,Spending now to save later. Basic math. CFO approved.,"Wisdom invests in roots, not just branches.","We're investing in QUALITY, bestie!! Long-term thinking!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOMETHING_MANAGER,Something Manager,sm_model_drift_roi_calculation,EMAIL,CFO_OFFICE,BUDGET_ANALYSIS,Model accuracy dropped from 92% to 78%. Retraining costs $500K upfront. Revenue impact is $400K/month. Your spreadsheet shows break-even at month 1.25 but requires budget approval today.,Approve retraining (immediate $500K hit) or let revenue bleed $400K/month?,75% Business Model Drift Impact,2024,"Study found 75% of businesses experienced significant performance decline from undetected model drift, costing average $4.2M per incident.",,RIGHT,Let revenue bleed,-20,17,12000000,Negligent Financial Management,Avoiding upfront investment to prevent budget variance creates larger cumulative losses.,Death by a thousand cuts. Each month costs more than fixing it. Math is hard.,A wound untreated grows. The cost of delay exceeds the cost of healing.,"We're saving BUDGET this quarter, bestie!! The numbers look GOOD now!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
role_deck,SOMETHING_MANAGER,Something Manager,sm_copyright_audit_budget,JIRA,LEGAL_OPS,COMPLIANCE_COSTING,Legal needs $200K for a full copyright audit. The lawsuit risk is 15% probability of $5M settlement. Your quarterly budget is already over by $50K. What's the ROI on compliance?,Fund the audit (over budget) or accept lawsuit risk (calculated gamble)?,Authors Guild vs Google Books,2005-2020,Google scanned 20 million books without permission. decade-long litigation cost hundreds of millions. Settlement rejected by courts.,,LEFT,Fund the audit,-30,4,0,None - Proactive compliance,Spending on compliance prevents catastrophic losses and demonstrates risk management.,Over budget but safe. CFO will grumble. Lawyers will nod.,The price of prevention is always less than the cost of cure.,"We're being SO responsible, bestie!! Compliance is PRICELESS!!",In-game: TTS feedback audio only when personality is Roaster (see useVoicePlayback).,feedback_ignore,public/audio/voices/roaster/feedback/feedback_ignore.opus,public/audio/voices/roaster/feedback/feedback_ignore.mp3,Y,Y,YES: shared clip — may not match this card’s written feedback,Each run shuffleDeck() may swap onLeft/onRight on the card; UI LEFT/RIGHT maps to whatever option is on that side after shuffle.
